rua,cep,bairro,cidade,uf
Rua José Augusto Teixeira,12229840,Torrão de Ouro II,São José dos Campos,SP
Rua Quatorze,12229841,Torrão de Ouro II,São José dos Campos,SP
Rua Quinze,12229842,Torrão de Ouro II,São José dos Campos,SP
Rua Dezesseis,12229843,Torrão de Ouro II,São José dos Campos,SP
Rua Francisco Vitor César Leite,12247611,Conjunto Residencial Galo Branco,São José dos Campos,SP
Avenida Serra Gaúcha,12226736,Vila Monterrey,São José dos Campos,SP
Rua Canela,12226737,Vila Monterrey,São José dos Campos,SP
Rua Gramado,12226738,Vila Monterrey,São José dos Campos,SP
Rua Caxias do Sul,12226739,Vila Monterrey,São José dos Campos,SP
Rua Carlos Barbosa,12226790,Vila Monterrey,São José dos Campos,SP
Rua Monte Belo do Sul,12226791,Vila Monterrey,São José dos Campos,SP
Rua Garibaldi,12226792,Vila Monterrey,São José dos Campos,SP
Rua Passo Fundo,12226793,Vila Monterrey,São José dos Campos,SP
Rua Veranopólis,12226794,Vila Monterrey,São José dos Campos,SP
Rua Nova Pádua,12226795,Vila Monterrey,São José dos Campos,SP
Rua Canoas,12226796,Vila Monterrey,São José dos Campos,SP
Rua Novo Hamburgo,12226797,Vila Monterrey,São José dos Campos,SP
Rua Erechim,12226798,Vila Monterrey,São José dos Campos,SP
Rua Guaporé,12226799,Vila Monterrey,São José dos Campos,SP
Rua Nova Bréscia,12226846,Vila Monterrey,São José dos Campos,SP
Rua Irmã Agostinha,12245502,Vila Sanches,São José dos Campos,SP
Rodovia Marechal-do-Ar Casimiro Montenegro Filho,12231590,Vila São Bento,São José dos Campos,SP
Trevo Coronel Aviador José Alberto Albano do Amarante,12228001,Putim,São José dos Campos,SP
Avenida dos Astronautas - até 1370/1371,12227082,Jardim Souto,São José dos Campos,SP
Avenida dos Astronautas - de 1372/1373 ao fim,12227010,Jardim da Granja,São José dos Campos,SP
"Rodovia dos Tamoios - do km 9,601 ao fim",12228845,Bairro da Pernambucana,São José dos Campos,SP
Alameda Baden Powell,12244894,Condomínio Residencial Jaguary,São José dos Campos,SP
Estrada Antonio Ferreira Silva,12214610,Costinha,São José dos Campos,SP
Rua Um,12214611,Costinha,São José dos Campos,SP
Rua Monterrey,12226112,Jardim das Paineiras II,São José dos Campos,SP
Rua Morelos,12226113,Jardim das Paineiras II,São José dos Campos,SP
Rua Culiacán,12226114,Jardim das Paineiras II,São José dos Campos,SP
Avenida Sinaloa,12226101,Jardim das Paineiras II,São José dos Campos,SP
Rua Los Mochis,12226102,Jardim das Paineiras II,São José dos Campos,SP
Rua Borgofranco,12226103,Jardim das Paineiras II,São José dos Campos,SP
Rua Zacatecas,12226104,Jardim das Paineiras II,São José dos Campos,SP
Rua Durango,12226105,Jardim das Paineiras II,São José dos Campos,SP
Rua Piemonte,12226106,Jardim das Paineiras II,São José dos Campos,SP
Rua Cuernavaca,12226107,Jardim das Paineiras II,São José dos Campos,SP
Rua Guadalajara,12226108,Jardim das Paineiras II,São José dos Campos,SP
Rua Torino,12226109,Jardim das Paineiras II,São José dos Campos,SP
Travessa Dezesseis,12231566,Vila Luchetti,São José dos Campos,SP
Rua Shizuko Iida,12235051,Jardim América,São José dos Campos,SP
Condomínio Residencial Terra Nova,12247781,Residencial Terra Nova,São José dos Campos,SP
Avenida Presidente Tancredo Neves - lado ímpar,12225211,Jardim Paraíso do Sol,São José dos Campos,SP
Avenida Presidente Tancredo Neves - lado par,12225532,Jardim das Cerejeiras,São José dos Campos,SP
Avenida Presidente Tancredo Neves - lado par,12225731,Parque Novo Horizonte,São José dos Campos,SP
Rua Angelo Dias da Costa,12234841,Loteamento Santa Edwiges,São José dos Campos,SP
Rua Francisco das Chagas Filho,12234842,Loteamento Santa Edwiges,São José dos Campos,SP
Rua Geraldo Donizeti de Mancilha,12234843,Loteamento Santa Edwiges,São José dos Campos,SP
Avenida Odila dos Santos Pereira,12234844,Loteamento Santa Edwiges,São José dos Campos,SP
Rua Rita Carvalho de Souza,12234845,Loteamento Santa Edwiges,São José dos Campos,SP
Rua Sílvio Fernandes Romão,12234846,Loteamento Santa Edwiges,São José dos Campos,SP
Rua José Márcio de Castro Almeida,12234847,Loteamento Santa Edwiges,São José dos Campos,SP
Avenida Um,12234785,Jardim dos Bandeirantes,São José dos Campos,SP
Avenida Dois,12234786,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Benedito Ferreira dos Santos,12234787,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Osvaldo Gonçalves Toledo,12234788,Jardim dos Bandeirantes,São José dos Campos,SP
Rua João da Rosa Alves,12234789,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Luiz Roberto dos Santos,12234790,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Urbano Ezequiel das Neves,12234791,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Benedita Marques das Neves,12234792,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Amado Conceição Silva Rosário,12234793,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Quarenta e Quatro,12228324,Jardim Santa Júlia,São José dos Campos,SP
Rua Benedito Pinhal dos Anjos,12228325,Jardim Santa Júlia,São José dos Campos,SP
Rua Quarenta e Seis,12228326,Jardim Santa Júlia,São José dos Campos,SP
Rua Quarenta e Sete,12228327,Jardim Santa Júlia,São José dos Campos,SP
Rua Waldemar Oliveira,12234794,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Valentina da Conceição,12234795,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Claudnei Marcondes Cordeiro,12234796,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Toshiyassu Watanabe,12234797,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Isamu Hayashi,12234798,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Francisco Cassiano de Pontes,12234799,Jardim dos Bandeirantes,São José dos Campos,SP
Rua Ana Elisabete Martinelli Godinho,12229003,Jardim Torrão de Ouro,São José dos Campos,SP
Avenida Presidente Tancredo Neves - de 2260 a 3220 - lado par,12225421,Jardim Nova Michigan,São José dos Campos,SP
Rua Jaguari - até 482/483,12212659,Vila Sinhá,São José dos Campos,SP
Rua Jaguari - de 484/485 a 879/880,12213131,Jardim Guimarães,São José dos Campos,SP
Rua Jaguari - de 881 ao fim - lado ímpar,12213011,Vila Dirce,São José dos Campos,SP
Condomínio Residencial Altos da Quinta,12229844,Torrão de Ouro II,São José dos Campos,SP
Rua Avião Brasília,12227083,Jardim Souto,São José dos Campos,SP
Rua das Marulas,12248700,Residencial Frei Galvão,São José dos Campos,SP
Rua das Cerejas,12248701,Residencial Frei Galvão,São José dos Campos,SP
Rua das Amoras,12248702,Residencial Frei Galvão,São José dos Campos,SP
Avenida das Oliveiras,12248703,Residencial Frei Galvão,São José dos Campos,SP
Rua das Pitangas,12248704,Residencial Frei Galvão,São José dos Campos,SP
Rua das Framboesas,12248705,Residencial Frei Galvão,São José dos Campos,SP
Rua das Acerolas,12248706,Residencial Frei Galvão,São José dos Campos,SP
Rua das Amêndoas,12248707,Residencial Frei Galvão,São José dos Campos,SP
Rua das Ameixas,12248708,Residencial Frei Galvão,São José dos Campos,SP
Rua dos Damascos,12248709,Residencial Frei Galvão,São José dos Campos,SP
Rua das Avelãs,12248710,Residencial Frei Galvão,São José dos Campos,SP
Condomínio Residencial Mantiqueira,12213712,Jardim Boa Vista,São José dos Campos,SP
Estrada Petybon,12213031,Vila Dirce,São José dos Campos,SP
Avenida Governador Mário Covas Júnior,12231168,Jardim Aeroporto,São José dos Campos,SP
Rua Maria Aparecida Cucchiaro,12238501,Chácaras Reunidas,São José dos Campos,SP
Rua Lazio,12226083,Jardim das Paineiras I,São José dos Campos,SP
Rua Emilia-Romagna,12226084,Jardim das Paineiras I,São José dos Campos,SP
Rua Veneto,12226085,Jardim das Paineiras I,São José dos Campos,SP
Rua Liguria,12226086,Jardim das Paineiras I,São José dos Campos,SP
Rua Friuli,12226087,Jardim das Paineiras I,São José dos Campos,SP
Rua Lombardia,12226088,Jardim das Paineiras I,São José dos Campos,SP
Rua Toscana,12226089,Jardim das Paineiras I,São José dos Campos,SP
Rua Marche,12226091,Jardim das Paineiras I,São José dos Campos,SP
Rua Trentino,12226092,Jardim das Paineiras I,São José dos Campos,SP
Rua Igor Felipe Veloso,12213342,Residencial Independência,São José dos Campos,SP
Rua Padre Wagner Rodolfo da Silva,12213343,Residencial Independência,São José dos Campos,SP
Rua Três,12213344,Residencial Independência,São José dos Campos,SP
Rua Quatro,12213345,Residencial Independência,São José dos Campos,SP
Rua das Graviolas,12248711,Residencial Frei Galvão,São José dos Campos,SP
Rua das Tâmaras,12248712,Residencial Frei Galvão,São José dos Campos,SP
Avenida Presidente Tancredo Neves,12225011,Jardim Americano,São José dos Campos,SP
Rua Jorge Martins Xavier,12227071,Residencial Cambuí,São José dos Campos,SP
Rua Jorge Martins Xavier,12227021,Vila São Benedito,São José dos Campos,SP
Rua Pôr do Sol,12213631,Residencial Caminho das Montanhas,São José dos Campos,SP
Rua Beija-flor,12213632,Residencial Caminho das Montanhas,São José dos Campos,SP
Rua Beira Rio,12213633,Residencial Caminho das Montanhas,São José dos Campos,SP
Estrada Henrique Ferro,12229383,Parque Interlagos,São José dos Campos,SP
Praça Benedito Narciso Ceruti,12221592,Vila Ester,São José dos Campos,SP
Condomínio Centro Empresarial Taquari,12246857,Parque Residencial Aquarius,São José dos Campos,SP
Rua José Cobra - de 592 a 700 - lado par,12237401,Jardim Petrópolis,São José dos Campos,SP
Rua José Cobra - até 419/420,12237821,Palmeiras de São José,São José dos Campos,SP
Rua José Cobra - de 421 a 699 - lado ímpar,12237061,Jardim Veneza,São José dos Campos,SP
Rua José Cobra - de 1422 a 1426 - lado par,12237671,Recanto dos Pinheiros,São José dos Campos,SP
Avenida Presidente Tancredo Neves - lado par,12225593,Jardim San Rafael,São José dos Campos,SP
Avenida Presidente Tancredo Neves - de 1 ao fim - lado ímpar,12225732,Parque Novo Horizonte,São José dos Campos,SP
Avenida Porto Alegre,12226800,Vila Monterrey,São José dos Campos,SP
Avenida Cesare Mansueto Giulio Lattes,12247014,Eugênio de Mello,São José dos Campos,SP
Rua Alice Nogueira Machado,12213251,Jardim Minas Gerais,São José dos Campos,SP
Rua Três,12213252,Jardim Minas Gerais,São José dos Campos,SP
Rua Avelina Dias de Souza,12213253,Jardim Minas Gerais,São José dos Campos,SP
Rua Lázaro Gomes de Moraes,12213254,Jardim Minas Gerais,São José dos Campos,SP
Rua José Araújo de Andrade,12213256,Jardim Minas Gerais,São José dos Campos,SP
Rua Fátima Benedita de Brito Profício,12213257,Jardim Minas Gerais,São José dos Campos,SP
Rua Valter Luiz Pereira,12213258,Jardim Minas Gerais,São José dos Campos,SP
Rua Dez,12213259,Jardim Minas Gerais,São José dos Campos,SP
Rua Benedicto Albino Tomaz,12225212,Jardim Paraíso do Sol,São José dos Campos,SP
Rua Lobo Guará,12226271,Jardim Majestic,São José dos Campos,SP
Estrada Municipal Ubirajara de Oliveira Pinto,12228840,Putim,São José dos Campos,SP
Rua Cid Cardozo de Andrade,12213261,Jardim Minas Gerais,São José dos Campos,SP
Rua Rodrigo Donizetti de Souza,12213262,Jardim Minas Gerais,São José dos Campos,SP
Rua Vinícius Machado Mendes,12213263,Jardim Minas Gerais,São José dos Campos,SP
Rua Deroniz Ribeiro Nunes,12213264,Jardim Minas Gerais,São José dos Campos,SP
Rua Reinaldo Carneiro,12213265,Jardim Minas Gerais,São José dos Campos,SP
Avenida Joaquim Moreira Ávila,12213266,Jardim Minas Gerais,São José dos Campos,SP
Rua Um,12213271,Chácaras Oliveiras,São José dos Campos,SP
Rua Dois,12213272,Chácaras Oliveiras,São José dos Campos,SP
Rua Três,12213273,Chácaras Oliveiras,São José dos Campos,SP
Rua Quatro,12213274,Chácaras Oliveiras,São José dos Campos,SP
Rua Cinco,12213276,Chácaras Oliveiras,São José dos Campos,SP
Rua Dez,12226749,Residencial Dunamis,São José dos Campos,SP
Rua Onze,12226767,Residencial Dunamis,São José dos Campos,SP
Rua Doze,12226768,Residencial Dunamis,São José dos Campos,SP
Avenida Um,12226748,Residencial Dunamis,São José dos Campos,SP
Rua Um,12226820,Residencial Dunamis,São José dos Campos,SP
Rua Dois,12226821,Residencial Dunamis,São José dos Campos,SP
Rua Três,12226822,Residencial Dunamis,São José dos Campos,SP
Rua Quatro,12226823,Residencial Dunamis,São José dos Campos,SP
Rua Cinco,12226824,Residencial Dunamis,São José dos Campos,SP
Rua Seis,12226828,Residencial Dunamis,São José dos Campos,SP
Rua Sete,12226829,Residencial Dunamis,São José dos Campos,SP
Rua Oito,12226758,Residencial Dunamis,São José dos Campos,SP
Rua Nove,12226759,Residencial Dunamis,São José dos Campos,SP
Avenida Otaviano Alves de Siqueira,12213255,Jardim Minas Gerais,São José dos Campos,SP
Avenida Doutor Sebastião Henrique da Cunha Pontes,12238551,Rio Comprido,São José dos Campos,SP
Rodovia Monteiro Lobato - de 1210 a 1300 - lado par,12213634,Residencial Caminho das Montanhas,São José dos Campos,SP
Rua Pascoal Moreira - até 285/286,12242670,Jardim Nova América,São José dos Campos,SP
Rua Pascoal Moreira - de 287/288 ao fim,12242311,Jardim Esplanada,São José dos Campos,SP
Avenida José Geraldo Machado,12213268,Jardim Minas Gerais,São José dos Campos,SP
Rua Manoel Ferreira de Souza,12213267,Jardim Minas Gerais,São José dos Campos,SP
Rua Um,12226162,Chácaras Boa Esperança,São José dos Campos,SP
Rua Landulfo Caetano dos Santos,12229072,Residencial Interlagos,São José dos Campos,SP
Rua Ana Auxiliadora Machado de Almeida,12229073,Residencial Interlagos,São José dos Campos,SP
Rua Iraci Deolinda de Souza,12229074,Residencial Interlagos,São José dos Campos,SP
Rua Roberto Rosa Filho,12229075,Residencial Interlagos,São José dos Campos,SP
Rua Tereza Machado,12229076,Residencial Interlagos,São José dos Campos,SP
Rua Seis,12226093,Jardim das Paineiras I,São José dos Campos,SP
Rua Onze,12226094,Jardim das Paineiras I,São José dos Campos,SP
Rua Doze,12226095,Jardim das Paineiras I,São José dos Campos,SP
Rua dos Pinheiros,12229318,Jardim Torrão de Ouro,São José dos Campos,SP
Travessa dos Coqueiros,12229316,Jardim Torrão de Ouro,São José dos Campos,SP
Rua Mirim,12226199,Jardim Ebenézer,São José dos Campos,SP
Rua Vasomiro Malaquias de Barros,12231642,Jardim Satélite,São José dos Campos,SP
Avenida Doutor Nelson D'Avila - até 519 - lado ímpar,12245641,Centro,São José dos Campos,SP
Avenida Doutor Nelson D'Avila - até 520 - lado par,12245642,Centro,São José dos Campos,SP
Condomínio Residencial Interlagos,12229082,Parque Interlagos,São José dos Campos,SP
Condomínio Residencial Colinas do Paratehy,12244601,Urbanova,São José dos Campos,SP
Rua Sete,12228441,Conjunto Habitacional da Policia Militar,São José dos Campos,SP
Rua VP-1,12228442,Conjunto Habitacional da Policia Militar,São José dos Campos,SP
Rua VP-6,12228443,Conjunto Habitacional da Policia Militar,São José dos Campos,SP
Condomínio Residencial Verana de São José dos Campos,12227811,Parque Santos Dumont,São José dos Campos,SP
Rua Flor de Ipê,12228241,Conjunto Habitacional Santa Luzia,São José dos Campos,SP
Rua Flor de maio,12228242,Conjunto Habitacional Santa Luzia,São José dos Campos,SP
Rua Flores do campo,12228243,Conjunto Habitacional Santa Luzia,São José dos Campos,SP
Estrada Reverendo Ivan Gearhert Taylor,12228842,Bairro da Pernambucana,São José dos Campos,SP
"Rodovia Presidente Dutra - até km 140,999",12247004,Eugênio de Mello,São José dos Campos,SP
"Rodovia Presidente Dutra - do km 152,000 ao km 152,999 - lado direito",12237822,Palmeiras de São José,São José dos Campos,SP
"Rodovia Presidente Dutra - do km 149,000 ao km 149,999 - lado direito",12230002,Jardim Satélite,São José dos Campos,SP
"Rodovia Presidente Dutra - do km 145,000 ao km 145,999 - lado esquerdo",12220611,Vila Tatetuba,São José dos Campos,SP
"Rodovia Presidente Dutra - do km 147,000 ao km 147,999 - lado direito",12216430,Jardim Paulista,São José dos Campos,SP
"Rodovia Presidente Dutra - do km 144,000 ao km 144,999 - lado direito",12223201,Jardim Diamante,São José dos Campos,SP
"Rodovia Presidente Dutra - do km 143,000 ao km 143,999",12224300,Jardim Motorama,São José dos Campos,SP
Travessa Ida de Castro Nascimento,12229083,Parque Interlagos,São José dos Campos,SP
Rua Santo Ângelo,12214564,Buquirinha II,São José dos Campos,SP
Rua Professora Maria Emilia Lopes Carvalho,12244023,Condomínio Residencial Montserrat,São José dos Campos,SP
Avenida Danilo Stanzani,12244024,Condomínio Residencial Montserrat,São José dos Campos,SP
Rua Marlene Alves Rahal,12244025,Condomínio Residencial Montserrat,São José dos Campos,SP
Rua Isaac Miguel de Oliveira,12244026,Condomínio Residencial Montserrat,São José dos Campos,SP
Rua Cacilda Teixeira,12244027,Condomínio Residencial Montserrat,São José dos Campos,SP
Rua Maria Leda Sant'Ana de Faria Alvim,12244028,Condomínio Residencial Montserrat,São José dos Campos,SP
Avenida Doutor Dilson Lara,12244029,Condomínio Residencial Montserrat,São José dos Campos,SP
Rua Stephanie Nishiama,12244031,Condomínio Residencial Montserrat,São José dos Campos,SP
Rua Luiz Otávio Marques do Amaral ( Condomínio Residencial Montserrat ),12244032,Condomínio Residencial Montserrat,São José dos Campos,SP
Rua Armando de Souza Guedes,12244033,Condomínio Residencial Montserrat,São José dos Campos,SP
Rua Jaguari - de 882 a 1604 - lado par,12214505,Vila Unidos,São José dos Campos,SP
"Rodovia Governador Carvalho Pinto - do km 92,000 ao km 93,000",12229849,Torrão de Ouro II,São José dos Campos,SP
Rua Hely Leoni Dultra,12229012,Condomínio Residencial Altos da Quinta,São José dos Campos,SP
Rua Sérgio Ramires,12229013,Condomínio Residencial Altos da Quinta,São José dos Campos,SP
Rua Stephanie Ricardo de Oliveira,12229014,Condomínio Residencial Altos da Quinta,São José dos Campos,SP
Rua Gentil Pereira do Nascimento,12229015,Condomínio Residencial Altos da Quinta,São José dos Campos,SP
Rua Evandro Moreira,12244002,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Izidoro Bonvechio,12244003,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Tereza Cristina Vieira Gomes,12244004,Condomínio Chácara Serimbura,São José dos Campos,SP
Avenida Paulo Roberto Pinto Neves,12244005,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Arlene Menna Barreto,12244006,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Pedro Paulo de Andrade,12244007,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Maria José Ricardo de Lima,12244008,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Helena Vaz de Lima Soliva,12244009,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Maurício Vaz de Lima,12244011,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Maria Izabel Mendes Gomes,12244012,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Antônia Rosa Batista,12244013,Condomínio Chácara Serimbura,São José dos Campos,SP
Rua Itaparica,12242251,Condomínio Loteamento Reserva da Barra,São José dos Campos,SP
Rua Itacaré,12242252,Condomínio Loteamento Reserva da Barra,São José dos Campos,SP
Rua Trancoso,12242253,Condomínio Loteamento Reserva da Barra,São José dos Campos,SP
Rua Doutor Rubens Savastano,12242332,Condomínio Loteamento Reserva das Figueiras,São José dos Campos,SP
Praça Darcy Miranda,12242333,Condomínio Loteamento Reserva das Figueiras,São José dos Campos,SP
Rua Um,12224850,Condomínio Residencial Campo Belo,São José dos Campos,SP
Rua Dois,12224851,Condomínio Residencial Campo Belo,São José dos Campos,SP
Rua Três,12224852,Condomínio Residencial Campo Belo,São José dos Campos,SP
Avenida Um,12224853,Condomínio Residencial Campo Belo,São José dos Campos,SP
Alameda Dorival Caymmi,12244898,Condomínio Residencial Jaguary,São José dos Campos,SP
Alameda Maysa Matarazzo,12244899,Condomínio Residencial Jaguary,São José dos Campos,SP
Alameda Nara Leão,12244620,Condomínio Residencial Jaguary,São José dos Campos,SP
Alameda Pixinguinha,12244621,Condomínio Residencial Jaguary,São José dos Campos,SP
Alameda Ronaldo Boscoli,12244622,Condomínio Residencial Jaguary,São José dos Campos,SP
Alameda Sivuca,12244623,Condomínio Residencial Jaguary,São José dos Campos,SP
Avenida Águas de Março,12244624,Condomínio Residencial Jaguary,São José dos Campos,SP
Avenida Aquarela do Brasil,12244625,Condomínio Residencial Jaguary,São José dos Campos,SP
Avenida Corcovado,12244626,Condomínio Residencial Jaguary,São José dos Campos,SP
Rua Luiz Bonfá,12244627,Condomínio Residencial Jaguary,São José dos Campos,SP
Alameda Chiquinha Gonzaga,12244895,Condomínio Residencial Jaguary,São José dos Campos,SP
Alameda Clara Nunes,12244896,Condomínio Residencial Jaguary,São José dos Campos,SP
Alameda Dolores Duran,12244897,Condomínio Residencial Jaguary,São José dos Campos,SP
Rua A,12071690,Jardim Gurilândia,Taubaté,SP
Rua A,12032050,Jardim Independência,Taubaté,SP
Rua A,12091070,Jardim Baronesa,Taubaté,SP
Travessa A (Jardim Marlene Miranda),12095060,Itapecirica,Taubaté,SP
Rua A,12043240,Cecap,Taubaté,SP
Rua Maria Edith Alves Santos,12072040,Residencial Sítio Santo Antônio,Taubaté,SP
Rua A,12042040,Piracangaguá (Chácara Flórida),Taubaté,SP
Rua do Areao,12060680,Areão,Taubaté,SP
Rua Abdo Miguel Kather,12093190,Morada dos Nobres,Taubaté,SP
Rua Abdo Rechdan,12080140,Central Parque,Taubaté,SP
Rua Abissínia,12030203,Jardim das Nações,Taubaté,SP
Rua Abrahão José Moreira,12053180,Parque São Cristóvão,Taubaté,SP
Rua Acácia,12042150,Piracangaguá (Chácara Flórida),Taubaté,SP
Rua das Acácias,12040140,Parque Senhor do Bonfim,Taubaté,SP
Alameda Acesso ao Aeroporto,12086100,Granjas Rurais Reunidas São Judas Tadeu,Taubaté,SP
Rua de Acesso,12071170,Jardim Ana Rosa,Taubaté,SP
Rua Acre,12062380,Jardim dos Estados,Taubaté,SP
Rua Adalberto Bogsan,12052051,Vila Aparecida,Taubaté,SP
Rua Adão da Silva,12053360,Parque São Cristóvão,Taubaté,SP
Praça Adib Miguel Mussi,12091573,Jardim Paulista,Taubaté,SP
Praça Adolfo de Godói,12070333,Jardim Ana Emilia,Taubaté,SP
Rua Adolfo Vieira Paulo,12090610,Monte Belo,Taubaté,SP
Rua Affonso Ramos da Silva,12052610,Esplanada Santa Terezinha,Taubaté,SP
Rua Afonso Pedro de Oliveira,12092200,São Gonçalo,Taubaté,SP
Rua Afonso Vieira da Fonseca,12081620,Terra Nova,Taubaté,SP
Rua dos Agapantos,12090230,Campos Elíseos,Taubaté,SP
Rua Agostinho Abifadel,12081670,Terra Nova,Taubaté,SP
Travessa Agostinho Abifadel,12081675,Terra Nova,Taubaté,SP
Rua Agostinho Ardito,12062610,Parque Jaraguá,Taubaté,SP
Rua Agostinho Danelli,12020012,Centro,Taubaté,SP
Rua Aguinaldo Teixeira Pinto,12071160,Jardim Ana Rosa,Taubaté,SP
Avenida Aimorés,12060620,Vila Marly,Taubaté,SP
Rua Aladim,12071530,Jardim Gurilândia,Taubaté,SP
Rua Alan Kardeck,12081700,Terra Nova,Taubaté,SP
Rua Alaor Ferreira,12092040,São Gonçalo,Taubaté,SP
Praça Albert Bruce Sabin,12070755,Parque Paduan,Taubaté,SP
Rua Albertina Francisca de Jesus,12052052,Vila Aparecida,Taubaté,SP
Rua Alberto Borsatti,12050310,Parque Tabaeté,Taubaté,SP
Rua Alberto Geraldo Rodrigues,12040440,Parque Senhor do Bonfim,Taubaté,SP
Rua Alberto Guisard,12010260,Centro,Taubaté,SP
Praça Albino Montese,12043170,Cecap,Taubaté,SP
Rua Alcaide-Mor Camargo,12010240,Alto de São João,Taubaté,SP
Rua Alceu Amoroso Lima,12093010,Morada dos Nobres,Taubaté,SP
Rua Alcides Gonçalves de Oliveira Santos,12093230,Chácaras Cataguá,Taubaté,SP
Rua Alcídia Pereira do Nascimento,12052220,Vila Rezende,Taubaté,SP
Rua Alda Garrido,12061316,Parque Santo Antônio,Taubaté,SP
Rua Aléssio Ponzoni,12043420,Quiririm,Taubaté,SP
Rua Alexandre Fleming,12070002,Jardim Maria Augusta,Taubaté,SP
Rua Alexandre Mine,12070001,Jardim Maria Augusta,Taubaté,SP
Rua Alexandre Monteiro Patto,12091280,Chácaras Reunidas Brasil,Taubaté,SP
Praça Alexandrina Moreira Castilho,12043050,Cecap,Taubaté,SP
Rua Alexandrino Corrêa Leite,12070330,Jardim Ana Emilia,Taubaté,SP
Praça Alfredo Barbieri,12043070,Cecap,Taubaté,SP
Rua Alfredo Cândido Vieira,12052050,Vila Aparecida,Taubaté,SP
Rua Alfredo Pena,12060760,Vila Nogueira,Taubaté,SP
Rua Alfredo Taino,12043370,Quiririm,Taubaté,SP
Rua Ali-Babá,12071560,Jardim Gurilândia,Taubaté,SP
Rua Dona Alicinha,12080010,Centro,Taubaté,SP
Rua Almirante Barroso,12091410,Jardim Bela Vista,Taubaté,SP
Rua Altair Rosa,12085140,Chácara São Silvestre,Taubaté,SP
Rua Álvaro Barbosa Lima Netto,12093290,Chácaras Cataguá,Taubaté,SP
Rua Álvaro Guerra (Santa Cruz do Saladeiro),12061090,Vila Areao,Taubaté,SP
Travessa Álvaro Marcondes de Mattos,12092510,São Gonçalo,Taubaté,SP
Avenida Álvaro Marcondes de Mattos,12092500,São Gonçalo,Taubaté,SP
Rua Álvaro Pereira,12093500,Chácaras Cataguá,Taubaté,SP
Praça Alvise Vilalta,12031223,Vila Jaboticabeira,Taubaté,SP
Rua Alzemiro Pereira dos Santos,12061520,Parque São Luís,Taubaté,SP
Rua Alzira Lopes de Almeida,12045340,Jardim Santa Tereza,Taubaté,SP
Rua Alziro Zarur,12091670,Cidade Jardim,Taubaté,SP
Rua Amadeo Rovida,12043047,Cecap,Taubaté,SP
Avenida Amador Bueno da Veiga,12062400,Jardim Jaraguá,Taubaté,SP
Rua Amaralina,12040580,Parque Senhor do Bonfim,Taubaté,SP
Rua Amaro Negrini,12031690,Jardim Independência,Taubaté,SP
Rua Amazonas,12062070,Vila São Geraldo,Taubaté,SP
Rua Amélia Morais Bruhuns de Mattos,12010580,Jardim Eulália,Taubaté,SP
Rua Américo Barbosa Queiroz,12072230,Residencial Sítio Santo Antônio,Taubaté,SP
Rua Américo Patto Queiroz,12045310,Jardim Santa Tereza,Taubaté,SP
Caminho das Amoreiras,12092525,São Gonçalo,Taubaté,SP
Rua Ana Paula Francisco,12090767,Residencial Dalla Rosa,Taubaté,SP
Rua Ana Perpétua Marques,12052010,Vila Aparecida,Taubaté,SP
Rua Ana Vieira de Almeida,12070620,Vila São José,Taubaté,SP
Rua Anacleta do Amor Divino,12082040,Bosque da Saúde,Taubaté,SP
Rua Anacleto Rosas Júnior,12081580,Terra Nova,Taubaté,SP
Rua Anápolis,12071210,Parque Urupês,Taubaté,SP
Rua Anardino Pereira Lima,12045240,Jardim Santa Tereza,Taubaté,SP
Praça Anchieta,12020090,Centro,Taubaté,SP
Avenida General Luiz Paulo Fernandes de Almeida (Independência),12040780,Barranco,Taubaté,SP
Rua Luciano Amancio,12052385,Vila Elvira,Taubaté,SP
Avenida José de Angelis - até 729/730,12090052,Campos Elíseos,Taubaté,SP
Avenida José de Angelis - de 731/732 ao fim,12090591,Monte Belo,Taubaté,SP
Rua Luiz Vilarta,12040703,Esplanada Independência,Taubaté,SP
Rua José Paulo Marcolino (Granjas Panorama),12090485,Fonte Imaculada,Taubaté,SP
Rua Pedro Capelleto,12093669,Barreiro,Taubaté,SP
Rua Jayme Domingues da Silva (Conjunto Habitacional Engenheiro Mi),12054021,Barranco,Taubaté,SP
